Country,Year,Renewables_equivalent_primary_energy,owid-co2-data (2).co2,owid-co2-data (2).co2_per_capita,owid-co2-data (2).total_ghg
Hong Kong,1996,0,28.909,4.587,34.066
Hong Kong,1997,0,30.497,4.753,35.739
Hong Kong,1998,0,38.925,5.969,44.477
Hong Kong,1999,0,42.549,6.431,48.342
Hong Kong,2000,0,40.283,6.008,45.97
Hong Kong,2001,0,37.802,5.58,43.417
Hong Kong,2002,0,39.485,5.788,45.044
Hong Kong,2003,0,43.202,6.299,48.827
Hong Kong,2004,0,41.569,6.035,47.142
Hong Kong,2005,0,43.731,6.33,49.405
Hong Kong,2006,0.000649379,41.915,6.047,47.644
Hong Kong,2007,0.000756718,43.572,6.25,49.391
Hong Kong,2008,0.000752789,42.791,6.095,48.639
Hong Kong,2009,0.000933929,41.579,5.886,47.518
Hong Kong,2010,0.052891526,40.063,5.641,46.014
Hong Kong,2011,0.13663624,43.15,6.041,49.19
Hong Kong,2012,0.060606427,42.742,5.936,48.807
Hong Kong,2013,0.16025339,44.307,6.099,50.407
Hong Kong,2014,0.15070218,45.492,6.215,51.657
Hong Kong,2015,0.20457876,42.4,5.756,48.578
Hong Kong,2016,0.20557581,43.366,5.854,49.621
Hong Kong,2017,0.20910135,42.431,5.699,48.77
Hong Kong,2018,0.24012747,42.601,5.702,49.001
Hong Kong,2019,0.25291535,41.9,5.597,48.36
Hong Kong,2020,0.46209586,33.497,4.472,39.912
Hong Kong,2021,0.6541301,33.717,4.505,40.17
Hong Kong,2022,0.9266648,31.532,4.223,38.009
Hong Kong,2023,1.0476631,33.871,4.551,40.356
Hungary,1990,0.16984051,73.427,7.073,96.584
Hungary,1991,0.20391937,69.825,6.728,86.746
Hungary,1992,0.20175427,62.281,6.005,76.178
Hungary,1993,0.20971869,62.991,6.082,77.078
Hungary,1994,0.20793031,61.88,5.985,77.598
Hungary,1995,0.21955672,61.464,5.954,75.883
Hungary,1996,0.2509772,63.083,6.123,78.995
Hungary,1997,0.26928234,61.676,6,77.211
Hungary,1998,0.21414758,61.255,5.975,76.559
Hungary,1999,0.2447152,61.575,6.025,74.04
Hungary,2000,0.24920407,58.244,5.716,71.744
Hungary,2001,0.25638357,59.828,5.885,72.767
Hungary,2002,0.23765965,58.842,5.804,75.517
Hungary,2003,0.3454164,61.611,6.095,77.109
Hungary,2004,0.9845928,59.985,5.947,75.515
Hungary,2005,1.8823912,60.142,5.975,74.188
Hungary,2006,1.5568607,59.529,5.923,73.351
Hungary,2007,2.042377,58.449,5.825,72.799
Hungary,2008,3.0945432,57.184,5.709,70.655
Hungary,2009,3.9465206,51.457,5.145,61.989
Hungary,2010,3.9990225,51.993,5.21,61.622
Hungary,2011,3.6717165,50.156,5.042,60.171
Hungary,2012,3.8068593,46.72,4.711,56.241
Hungary,2013,4.115048,43.487,4.397,53.679
Hungary,2014,4.8198676,43.639,4.425,53.859
Hungary,2015,4.592733,46.567,4.733,57.329
Hungary,2016,4.567204,47.039,4.795,58.169
Hungary,2017,4.454482,49.424,5.051,60.386
Hungary,2018,4.840078,49.376,5.052,60.613
Hungary,2019,5.631988,49.166,5.032,57.338
Hungary,2020,6.8065085,47.107,4.832,59.504
Hungary,2021,7.7242503,48.331,4.979,58.991
Hungary,2022,8.957309,44.843,4.63,54.371
Hungary,2023,10.885689,40.19,4.149,49.306
Iceland,1990,59.08268,2.222,8.72,3.489
Iceland,1991,60.294716,2.103,8.159,3.351
Iceland,1992,59.703728,2.25,8.617,3.47
Iceland,1993,59.777126,2.401,9.101,3.628
Iceland,1994,59.773674,2.35,8.831,3.598
Iceland,1995,60.33307,2.469,9.231,3.678
Iceland,1996,58.578865,2.523,9.382,3.765
Iceland,1997,61.043396,2.619,9.657,3.808
Iceland,1998,63.55871,2.639,9.626,3.817
Iceland,1999,66.56568,2.841,10.241,4.032
Iceland,2000,67.0538,2.933,10.427,4.082
Iceland,2001,68.98607,2.865,10.052,3.991
Iceland,2002,69.06028,2.992,10.405,4.119
Iceland,2003,69.00925,2.986,10.31,4.103
Iceland,2004,68.28319,3.108,10.636,4.235
Iceland,2005,68.11182,2.977,10.028,4.18
Iceland,2006,70.76009,3.155,10.382,4.345
Iceland,2007,74.33723,3.495,11.213,4.674
Iceland,2008,81.016396,3.812,12.006,5.015
Iceland,2009,82.491196,3.732,11.712,4.861
Iceland,2010,83.047,3.627,11.399,5.636
Iceland,2011,83.31958,3.504,10.978,4.71
Iceland,2012,83.698906,3.499,10.904,4.722
Iceland,2013,83.281105,3.488,10.769,4.677
Iceland,2014,83.01184,3.445,10.519,4.675
Iceland,2015,82.16838,3.541,10.7,4.808
Iceland,2016,80.35699,3.494,10.411,4.777
Iceland,2017,79.3032,3.611,10.511,4.966
Iceland,2018,78.69959,3.667,10.392,5.012
Iceland,2019,80.84307,3.556,9.859,4.875
Iceland,2020,86.12636,3.341,9.112,4.609
Iceland,2021,84.494316,3.508,9.415,4.782
Iceland,2022,82.07533,3.613,9.499,4.9
Iceland,2023,81.843285,3.762,9.708,5.008
India,1990,8.068385,577.996,0.668,1528.087
India,1991,8.530875,615.365,0.696,1570.433
India,1992,7.686875,655.447,0.726,1636.726
India,1993,7.58807,677.299,0.735,1648.045
India,1994,8.187422,714.064,0.759,1685.871
India,1995,7.258058,760.462,0.792,1725.007
India,1996,6.4084535,823.621,0.841,1820.73
India,1997,6.202084,858.011,0.859,1847.006
India,1998,6.971399,875.772,0.86,1871.34
India,1999,6.734852,960.763,0.925,1959.661
India,2000,6.041602,986.445,0.932,2015.877
India,2001,5.693083,1000.527,0.928,2017.087
India,2002,5.2175255,1032.14,0.94,2019.948
India,2003,5.14373,1067.737,0.956,2085.137
India,2004,6.8866243,1133.828,0.998,2162.884
India,2005,6.3590374,1194.592,1.035,2243.356
India,2006,7.13375,1292.485,1.102,2363.338
India,2007,7.276437,1392.506,1.17,2515.728
India,2008,6.712009,1489.437,1.233,2661.096
India,2009,5.9646955,1612.216,1.316,2767.514
India,2010,6.056765,1677.337,1.349,2871.956
India,2011,6.9671354,1764.712,1.399,2968.743
India,2012,6.20846,1925.7,1.506,3151.704
India,2013,6.7499924,1995.098,1.54,3137.217
India,2014,6.8288,2148.344,1.637,3246.826
India,2015,6.3568044,2234.219,1.682,3325.531
India,2016,6.369765,2354.658,1.752,3419.055
India,2017,6.792767,2426.607,1.785,3486.594
India,2018,7.307381,2593.058,1.886,3682.077
India,2019,8.1080675,2612.888,1.881,3692.7
India,2020,8.892713,2421.552,1.726,3515.709
India,2021,8.656782,2674.222,1.891,3781.196
India,2022,9.421208,2831.166,1.986,3953.229
India,2023,8.860951,3062.324,2.129,4196.449
Indonesia,1990,3.596921,155.081,0.845,1073.236
Indonesia,1991,3.6610518,174.865,0.936,1109.82
Indonesia,1992,4.2191944,199.419,1.049,1336.14
Indonesia,1993,3.6862354,215.109,1.113,1257.568
Indonesia,1994,3.4040134,219.372,1.116,1473.804
Indonesia,1995,3.4448495,222.41,1.113,1426.572
Indonesia,1996,3.4147522,253.065,1.245,1498.428
Indonesia,1997,2.4514916,279.941,1.355,3300.689
Indonesia,1998,3.9267678,244.523,1.165,1644.332
Indonesia,1999,3.788006,292.001,1.371,1696.185
Indonesia,2000,3.6989462,281.33,1.302,1386.973
Indonesia,2001,4.0958548,317.027,1.447,1373.52
Indonesia,2002,3.6467195,308.486,1.389,1588.074
Indonesia,2003,3.1953197,339.357,1.508,1289.581
Indonesia,2004,3.4154806,343.022,1.505,1384.788
Indonesia,2005,3.4936993,347.617,1.506,1316.794
Indonesia,2006,3.2336276,346.633,1.482,1893.063
Indonesia,2007,3.3739655,387.858,1.636,1285.663
Indonesia,2008,3.6197574,365.718,1.523,1322.041
Indonesia,2009,3.7359443,398.942,1.64,1705.499
Indonesia,2010,4.4173155,445.806,1.81,1562.408
Indonesia,2011,3.5536041,500.725,2.007,1772.318
Indonesia,2012,3.5767014,515.954,2.042,1848.377
Indonesia,2013,4.533771,489.055,1.911,1803.486
Indonesia,2014,4.707626,487.89,1.885,2082.551
Indonesia,2015,4.0030937,539.149,2.059,2499.634
Indonesia,2016,5.8097644,540.086,2.041,1734.726
Indonesia,2017,5.5177298,556.944,2.083,1714.377
Indonesia,2018,8.029042,594.101,2.201,1782.69
Indonesia,2019,8.612932,653.792,2.399,2103.968
Indonesia,2020,10.643529,608.223,2.213,1682.395
Indonesia,2021,11.076047,619.622,2.239,1648.61
Indonesia,2022,10.207819,737.073,2.643,1817.063
Indonesia,2023,10.695158,733.224,2.608,1921.864
Iran,1990,2.5313313,211.075,3.616,374.157
Iran,1991,1.7714487,223.046,3.718,409.064
Iran,1992,2.6309264,228.194,3.73,412.056
Iran,1993,3.2550466,236.993,3.86,415.752
Iran,1994,1.9012783,264.822,4.305,443.155
Iran,1995,2.1884034,270.875,4.355,434.021
Iran,1996,2.1302752,276.62,4.399,457.008
Iran,1997,1.392558,269.263,4.231,440.265
Iran,1998,1.6853502,305.642,4.737,446.165
Iran,1999,1.0809332,374.452,5.722,539.332
Iran,2000,0.759674,367.213,5.529,538.874
Iran,2001,0.7697289,389.909,5.781,553.658
Iran,2002,1.3559806,397.031,5.838,564.234
Iran,2003,1.5835847,410.967,5.976,607.136
Iran,2004,1.7740965,442.119,6.293,651.389
Iran,2005,2.0141497,466.784,6.499,685.56
Iran,2006,2.3534665,501.018,6.827,707.444
Iran,2007,2.1385772,507.775,6.806,719.594
Iran,2008,0.8674409,528.536,6.999,730.008
Iran,2009,0.76722175,543.413,7.107,745.329
Iran,2010,1.1060675,561.496,7.253,769.613
Iran,2011,1.1087556,576.146,7.35,782.952
Iran,2012,1.2841341,599.121,7.548,793.604
Iran,2013,1.4233078,609.839,7.584,807
Iran,2014,1.3490136,644.151,7.903,842.389
Iran,2015,1.2302251,641.911,7.769,846.104
Iran,2016,1.3443363,644.684,7.692,880.737
Iran,2017,1.4622107,696.4,8.19,941.945
Iran,2018,0.8643442,689.783,8.01,968.633
Iran,2019,2.6406977,735.347,8.447,979.721
Iran,2020,1.8023287,756.606,8.625,989.057
Iran,2021,1.1396211,779.756,8.815,1025.982
Iran,2022,1.1119308,800.747,8.944,1054.494
Iran,2023,1.679545,817.88,9.027,1065.222
Iraq,1990,5.453382,49.057,2.79,156.53
Iraq,1991,3.982347,45.185,2.543,73.821
Iraq,1992,6.11391,58.889,3.218,98.881
Iraq,1993,5.4301233,63.13,3.288,100.68
Iraq,1994,4.8624654,76.437,3.795,114.577
Iraq,1995,5.564493,79.695,3.827,118.992
Iraq,1996,5.064516,74.71,3.475,109.327
Iraq,1997,4.3485928,76.174,3.435,128.314
Iraq,1998,5.4372516,80.837,3.532,139.093
Iraq,1999,4.324654,82.043,3.471,149.705
Iraq,2000,2.757229,83.266,3.409,156.382
Iraq,2001,2.8419464,96.332,3.823,176.534
Iraq,2002,3.6559691,96.54,3.712,168.338
Iraq,2003,4.2741904,101.267,3.778,168.921
Iraq,2004,4.794266,112.803,4.09,193.707
Iraq,2005,4.279442,114.02,4.014,193.115
Iraq,2006,4.4663196,98.564,3.444,180.227
Iraq,2007,4.0294313,61.086,2.152,131.023
Iraq,2008,2.239946,93.938,3.242,166.56
Iraq,2009,2.1912282,104.815,3.487,194.783
Iraq,2010,2.4037626,113.536,3.657,215.195
Iraq,2011,2.1771026,122.937,3.823,230.699
Iraq,2012,2.572119,133.421,3.964,257.845
Iraq,2013,2.4564178,141.053,3.998,270.504
Iraq,2014,1.5438972,137.021,3.749,267.128
Iraq,2015,1.3996603,141.987,3.78,280.387
Iraq,2016,1.7088044,152.422,3.962,319.765
Iraq,2017,0.9335327,166.704,4.238,336.608
Iraq,2018,0.8770615,184.777,4.589,357.238
Iraq,2019,1.9817156,190.234,4.618,370.257
Iraq,2020,1.886679,161.115,3.825,319.798
Iraq,2021,1.4838758,159.045,3.693,316.997
Iraq,2022,1.0945245,171.279,3.886,343.264
Iraq,2023,0.59808654,176.458,3.915,338.302
Ireland,1990,1.6440963,32.945,9.375,56.405
Ireland,1991,1.693989,33.675,9.528,56.993
Ireland,1992,1.8583128,33.496,9.413,57.129
Ireland,1993,1.7266221,33.717,9.428,57.61
Ireland,1994,1.9946455,34.839,9.704,59.107
Ireland,1995,1.5169723,35.853,9.93,60.191
Ireland,1996,1.5108565,37.469,10.298,62.75
Ireland,1997,1.5628481,38.805,10.567,64.46
Ireland,1998,2.0942116,40.708,10.969,67.688
Ireland,1999,1.9074942,42.44,11.309,74.254
Ireland,2000,1.9202329,45.25,11.9,77.348
Ireland,2001,1.569639,47.608,12.324,80.729
Ireland,2002,2.1063917,46.081,11.73,78.16
Ireland,2003,1.774837,45.684,11.441,77.179
Ireland,2004,2.122526,46.167,11.354,76.022
Ireland,2005,2.7161562,48.153,11.588,76.534
Ireland,2006,3.4513376,47.597,11.15,75.119
Ireland,2007,3.9341013,47.657,10.847,82.322
Ireland,2008,5.20251,47.359,10.557,76.233
Ireland,2009,6.7037754,42.191,9.306,69.034
Ireland,2010,6.1491013,41.792,9.167,67.068
Ireland,2011,9.031673,38.054,8.309,62.545
Ireland,2012,8.861001,38.224,8.309,62.67
Ireland,2013,9.647536,37.279,8.061,61.009
Ireland,2014,10.937682,36.85,7.911,60.25
Ireland,2015,12.506041,38.716,8.233,63.314
Ireland,2016,11.537235,40.367,8.492,66.963
Ireland,2017,13.692478,39.076,8.123,66.253
Ireland,2018,15.142036,39.009,8.006,63.812
Ireland,2019,17.390234,37.323,7.565,61.722
Ireland,2020,20.819122,35.124,7.049,58.419
Ireland,2021,17.798563,37.544,7.466,61.183
Ireland,2022,19.420204,36.711,7.184,59.882
Ireland,2023,21.819515,34.433,6.626,57.66
Israel,1990,0.006453207,35.824,7.882,42.586
Israel,1991,0.012695843,36.148,7.563,44.56
Israel,1992,0.052584913,42.082,8.489,50.264
Israel,1993,0.043412764,44.235,8.697,52.441
Israel,1994,0.03680981,47.475,9.101,56.049
Israel,1995,0.035575338,49.866,9.312,58.381
Israel,1996,0.032955565,51.936,9.444,60.702
Israel,1997,0.031393215,54.866,9.717,63.805
Israel,1998,0.029831482,56.01,9.673,65.039
Israel,1999,0.037994053,54.756,9.209,63.995
Israel,2000,0.037873413,59.519,9.739,68.774
Israel,2001,0.024316216,63.024,10.068,72.578
Israel,2002,0.08840024,59.301,9.284,68.913
Israel,2003,0.09925399,62.415,9.598,71.873
Israel,2004,0.093979426,58.679,8.871,68.659
Israel,2005,0.11717037,56.524,8.401,66.41
Israel,2006,0.067736045,62.149,9.081,72.73
Israel,2007,0.059919413,62.8,9.02,73.755
Israel,2008,0.06872777,67.98,9.598,79.002
Israel,2009,0.14885893,63.861,8.862,74.472
Israel,2010,0.22159943,68.287,9.308,79.506
Israel,2011,0.35262695,68.595,9.181,80.78
Israel,2012,0.5016818,74.785,9.83,86.387
Israel,2013,0.5834452,63.095,8.142,76.411
Israel,2014,0.98740876,60.282,7.633,73.837
Israel,2015,1.2694155,62.939,7.816,77.176
Israel,2016,1.7457272,61.164,7.45,77.982
Israel,2017,1.7501941,58.845,7.037,75.075
Israel,2018,1.8904427,59.986,7.049,76.154
Israel,2019,2.9027321,58.656,6.775,74.871
Israel,2020,4.0240326,59.156,6.722,76.89
Israel,2021,4.888745,59.008,6.598,78.507
Israel,2022,5.3873425,60.946,6.695,81.421
Israel,2023,7.829866,59.489,6.427,81.209
Italy,1990,4.5675955,438.207,7.684,501.581
Italy,1991,6.1246023,437.741,7.67,496.824
Italy,1992,6.1287036,437.936,7.666,492.028
Italy,1993,6.1543565,430.267,7.526,482.68
Italy,1994,6.5739894,424.506,7.393,475.895
Italy,1995,5.386048,448.595,7.815,504.65
Italy,1996,5.9833665,442.842,7.747,498.564
Italy,1997,5.928221,448.57,7.844,514.545
Italy,1998,5.958776,460.823,8.054,536.732
Italy,1999,6.5430274,465.506,8.132,534.766
Italy,2000,6.85282,469.597,8.199,537.012
Italy,2001,7.294963,469.678,8.196,528.677
Italy,2002,6.4525914,477.105,8.309,533.687
Italy,2003,6.0595794,495.092,8.575,552.596
Italy,2004,6.893043,500.686,8.606,554.147
Italy,2005,6.1606035,501.364,8.567,551.274
Italy,2006,6.427094,495.937,8.441,537.848
Italy,2007,6.1729903,489.653,8.284,543.441
Italy,2008,7.802824,478.126,8.027,523.058
Italy,2009,10.126624,424.061,7.079,472.107
Italy,2010,10.920738,435.71,7.242,477.711
Italy,2011,11.912409,423.894,7.022,467.721
Italy,2012,13.49908,403.441,6.665,438.87
Italy,2013,16.959805,369.475,6.092,406.346
Italy,2014,18.516735,349.4,5.76,383.495
Italy,2015,16.659933,361.254,5.964,397.89
Italy,2016,16.411886,358.144,5.922,396.291
Italy,2017,15.674722,352.679,5.84,392.25
Italy,2018,17.059223,349.062,5.791,403.988
Italy,2019,17.412243,339.634,5.648,391.391
Italy,2020,19.399414,302.602,5.051,351.234
Italy,2021,18.013945,335.978,5.625,384.792
Italy,2022,15.951095,340.672,5.714,389.478
Italy,2023,18.85383,313.461,5.268,361.999
Japan,1990,5.367829,1157.393,9.379,1230.843
Japan,1991,5.599554,1169.093,9.437,1244.158
Japan,1992,4.804954,1178.892,9.478,1253.12
Japan,1993,5.347902,1171.892,9.387,1242.707
Japan,1994,3.8872461,1226.893,9.793,1304.646
Japan,1995,4.4833183,1239.195,9.86,1308.562
Japan,1996,4.3709464,1251.695,9.936,1322.667
Japan,1997,4.772989,1244.395,9.855,1313.218
Japan,1998,4.9614177,1204.594,9.519,1271.017
Japan,1999,4.6641335,1241.195,9.788,1297.507
Japan,2000,4.6025443,1263.993,9.951,1324.316
Japan,2001,4.5082464,1249.393,9.818,1298.719
Japan,2002,4.513704,1278.995,10.033,1321.266
Japan,2003,5.0984144,1287.495,10.084,1328.098
Japan,2004,5.0228124,1282.895,10.037,1318.803
Japan,2005,4.5202856,1290.296,10.087,1328.494
Japan,2006,5.0106277,1267.295,9.901,1312.631
Japan,2007,4.4989276,1302.996,10.173,1342.968
Japan,2008,4.5608473,1232.196,9.615,1272.125
Japan,2009,4.7555647,1163.393,9.075,1197.259
Japan,2010,5.404294,1214.798,9.477,1250.038
Japan,2011,5.44695,1264.797,9.874,1301.284
Japan,2012,5.379162,1305.998,10.209,1343.008
Japan,2013,5.828955,1315.298,10.298,1354.839
Japan,2014,6.6044903,1263.806,9.913,1304.437
Japan,2015,7.685227,1223.199,9.611,1263.848
Japan,2016,7.593001,1203.184,9.462,1241.284
Japan,2017,8.0285015,1187.484,9.346,1228.456
Japan,2018,8.64989,1142.481,9.002,1185.511
Japan,2019,8.8709755,1105.478,8.725,1146.365
Japan,2020,10.4574995,1040.483,8.238,1082.978
Japan,2021,10.814117,1061.905,8.449,1105.844
Japan,2022,11.154245,1032.687,8.262,1075.8
Japan,2023,11.965058,988.785,7.95,1031.62
Kazakhstan,1990,2.384452,268.173,15.633,401.481
Kazakhstan,1991,2.333137,261.066,15.109,391.127
Kazakhstan,1992,2.253821,236.131,13.624,359.743
Kazakhstan,1993,2.8378155,208.217,12.053,314.747
Kazakhstan,1994,3.8355906,174.933,10.264,271.046
Kazakhstan,1995,3.8749096,168.286,10.059,217.279
Kazakhstan,1996,3.917013,154.505,9.412,199.234
Kazakhstan,1997,3.938252,146.425,9.127,184.456
Kazakhstan,1998,3.9496286,144.283,9.221,180.659
Kazakhstan,1999,4.1968293,119.265,7.717,120.149
Kazakhstan,2000,5.678532,143.38,9.25,146.772
Kazakhstan,2001,5.382101,138.769,8.909,132.101
Kazakhstan,2002,5.7665033,157.525,10.061,172.432
Kazakhstan,2003,5.07366,175.855,11.167,194.386
Kazakhstan,2004,4.462796,186.356,11.757,214.692
Kazakhstan,2005,4.196375,200.042,12.528,233.773
Kazakhstan,2006,3.8317413,220.575,13.697,261.422
Kazakhstan,2007,3.612957,226.745,13.947,276.018
Kazakhstan,2008,3.1038141,226.831,13.809,307.05
Kazakhstan,2009,3.1796055,224.55,13.511,313.551
Kazakhstan,2010,3.4257126,248.803,14.777,383.552
Kazakhstan,2011,2.9484267,238.988,14.004,343.885
Kazakhstan,2012,2.7025409,246.345,14.235,350.964
Kazakhstan,2013,2.7091928,255.165,14.534,353.409
Kazakhstan,2014,2.7433352,274.29,15.395,377.429
Kazakhstan,2015,3.7702856,278.661,15.409,369.324
Kazakhstan,2016,4.2456493,277.696,15.122,365.513
Kazakhstan,2017,3.8153813,293.476,15.734,393.25
Kazakhstan,2018,3.4451048,307.174,16.225,398.599
Kazakhstan,2019,3.4471078,275.29,14.331,368.734
Kazakhstan,2020,4.014204,255.486,13.114,346.583
Kazakhstan,2021,3.779672,255.143,12.923,342.874
Kazakhstan,2022,3.9951282,254.414,12.699,342.387
Kazakhstan,2023,4.1786494,255.161,12.551,339.959
Kuwait,1990,0,37.807,22.44,55.031
Kuwait,1991,0,492.841,364.688,499.458
Kuwait,1992,0,29.648,18.134,47.274
Kuwait,1993,0,49.129,29.381,76.772
Kuwait,1994,0,57.197,34.365,86.758
Kuwait,1995,0,56.128,33.379,83.867
Kuwait,1996,0,51.627,29.838,80.422
Kuwait,1997,0,56.621,31.673,87.906
Kuwait,1998,0,52.812,28.635,80.666
Kuwait,1999,0,54.978,28.935,81.412
Kuwait,2000,0,54.89,28.081,84.704
Kuwait,2001,0,59.051,29.406,87.18
Kuwait,2002,0,59.986,29.12,88.449
Kuwait,2003,0,62.336,29.545,96.81
Kuwait,2004,0,65.631,30.422,100.032
Kuwait,2005,0,74.428,33.274,111.253
Kuwait,2006,0,76.05,32.16,113.25
Kuwait,2007,0,77.16,30.767,112.018
Kuwait,2008,0,84.282,31.787,118.38
Kuwait,2009,0,88.719,31.736,120.138
Kuwait,2010,0,90.873,30.874,122.525
Kuwait,2011,0,87.968,28.079,123.018
Kuwait,2012,0,102.298,30.655,140.204
Kuwait,2013,0.000103765,84.313,24.036,122.516
Kuwait,2014,0.001907666,76.435,20.851,114.194
Kuwait,2015,0.002749513,94.508,24.647,133.264
Kuwait,2016,0.026322374,109.905,27.449,149.897
Kuwait,2017,0.02848822,103.95,25.02,142.298
Kuwait,2018,0.0284528,106.723,24.685,145.786
Kuwait,2019,0.034754958,108.549,24.436,147.872
Kuwait,2020,0.037340067,95.655,21.739,134.314
Kuwait,2021,0.11131196,95.13,21.815,133.861
Kuwait,2022,0.09280318,97.461,21.235,139.424
Kuwait,2023,0.083869755,99.233,20.508,140.344
Latvia,1990,14.555012,19.662,7.391,27.337
Latvia,1991,11.502241,17.92,6.765,25.822
Latvia,1992,12.317807,14.194,5.428,22.717
Latvia,1993,16.319588,11.922,4.65,22.226
Latvia,1994,19.400572,10.37,4.113,10.575
Latvia,1995,18.407381,9.134,3.674,10.263
Latvia,1996,12.483319,9.212,3.748,9.14
Latvia,1997,19.779348,8.68,3.567,8.154
Latvia,1998,26.660467,8.306,3.446,6.648
Latvia,1999,19.963182,7.718,3.228,6.76
Latvia,2000,20.890923,7.082,2.99,4.953
Latvia,2001,19.382118,7.497,3.206,6.138
Latvia,2002,16.668165,7.52,3.254,6.348
Latvia,2003,15.7831,7.726,3.375,9.554
Latvia,2004,19.12099,7.731,3.415,14.133
Latvia,2005,19.73044,7.811,3.487,16.402
Latvia,2006,16.88405,8.31,3.745,13.919
Latvia,2007,16.497044,8.637,3.925,13.69
Latvia,2008,18.494394,8.198,3.765,13.086
Latvia,2009,21.61602,7.456,3.481,11.95
Latvia,2010,19.887167,8.555,4.078,13.286
Latvia,2011,18.85988,7.811,3.792,13.414
Latvia,2012,24.022894,7.52,3.696,14.025
Latvia,2013,21.73094,7.369,3.661,13.203
Latvia,2014,18.95826,7.172,3.597,13.775
Latvia,2015,18.66318,7.262,3.672,15.552
Latvia,2016,21.13427,7.211,3.679,14.281
Latvia,2017,29.606857,7.215,3.714,14.56
Latvia,2018,22.38673,7.857,4.076,15.809
Latvia,2019,19.894075,7.648,3.996,15.208
Latvia,2020,24.893656,6.998,3.681,14.494
Latvia,2021,24.165041,7.238,3.839,14.837
Latvia,2022,26.645931,6.62,3.519,14.356
Latvia,2023,31.776415,6.513,3.46,14.306
Lithuania,1990,0.5898224,35.772,9.681,50.546
Lithuania,1991,0.45691967,37.855,10.227,52.129
Lithuania,1992,0.66236657,21.203,5.734,34.374
Lithuania,1993,1.0638648,16.355,4.444,25.843
Lithuania,1994,1.41775,15.802,4.324,33.079
Lithuania,1995,1.0508637,15.092,4.161,26.824
Lithuania,1996,0.8430853,15.775,4.382,27.567
Lithuania,1997,0.82220954,15.198,4.253,28.838
Lithuania,1998,1.0830053,16.032,4.519,30.061
Lithuania,1999,1.3141168,13.485,3.828,26.605
Lithuania,2000,1.209343,11.878,3.393,8.793
Lithuania,2001,1.0099819,12.629,3.636,13.808
Lithuania,2002,1.0099884,12.701,3.688,12.68
Lithuania,2003,0.89630085,12.695,3.717,14.951
Lithuania,2004,1.1437074,13.29,3.936,23.121
Lithuania,2005,1.3632121,13.901,4.184,20.002
Lithuania,2006,1.5711005,14.234,4.353,20.29
Lithuania,2007,2.2205682,15.519,4.802,23.101
Lithuania,2008,2.4034102,14.958,4.677,25.069
Lithuania,2009,2.7367816,12.861,4.066,24.034
Lithuania,2010,4.494437,13.834,4.466,25.904
Lithuania,2011,5.0893087,13.991,4.62,27.729
Lithuania,2012,5.6541977,14.084,4.713,29.016
Lithuania,2013,7.5562286,13.18,4.455,27.695
Lithuania,2014,7.885273,12.885,4.393,25.357
Lithuania,2015,8.30786,13.088,4.504,25.367
Lithuania,2016,9.468398,13.156,4.585,24.294
Lithuania,2017,10.892091,13.32,4.708,24.848
Lithuania,2018,9.532973,13.47,4.807,25.78
Lithuania,2019,10.435635,13.707,4.904,24.986
Lithuania,2020,11.356285,13.563,4.851,24.625
Lithuania,2021,12.011003,13.851,4.957,24.828
Lithuania,2022,14.382126,12.857,4.564,23.346
Lithuania,2023,18.719112,12.462,4.366,22.702
Luxembourg,1990,0.628799,11.813,30.948,12.673
Luxembourg,1991,0.69403476,12.424,32.118,13.626
Luxembourg,1992,0.57763827,12.192,31.105,13.307
Luxembourg,1993,0.5722628,12.341,31.069,13.777
Luxembourg,1994,0.7334844,11.525,28.627,12.655
Luxembourg,1995,0.9003018,9.136,22.378,10.187
Luxembourg,1996,0.6160995,9.186,22.201,10.269
Luxembourg,1997,0.85455,8.547,20.399,9.584
Luxembourg,1998,1.223569,7.655,18.047,8.699
Luxembourg,1999,0.99029297,8.117,18.882,9.341
Luxembourg,2000,1.295881,8.702,19.953,9.713
Luxembourg,2001,1.1862816,9.206,20.839,10.18
Luxembourg,2002,0.97544456,9.979,22.354,10.996
Luxembourg,2003,0.8717486,10.451,23.13,11.447
Luxembourg,2004,1.0565047,11.819,25.789,12.813
Luxembourg,2005,1.1083696,12.077,25.951,13.049
Luxembourg,2006,1.3213212,11.909,25.184,12.945
Luxembourg,2007,2.4839628,11.305,23.538,12.334
Luxembourg,2008,2.5845075,11.169,22.841,12.15
Luxembourg,2009,2.554479,10.625,21.327,11.607
Luxembourg,2010,2.427856,11.195,22.062,12.226
Luxembourg,2011,2.4906795,11.097,21.399,12.097
Luxembourg,2012,2.9020607,10.866,20.466,11.838
Luxembourg,2013,3.5512846,10.334,19.018,11.333
Luxembourg,2014,4.2420316,9.816,17.646,10.796
Luxembourg,2015,4.903074,9.345,16.408,10.278
Luxembourg,2016,5.2969394,9.09,15.579,10.068
Luxembourg,2017,6.5263186,9.263,15.529,10.242
Luxembourg,2018,6.964298,9.567,15.733,10.517
Luxembourg,2019,7.7181797,9.762,15.741,10.738
Luxembourg,2020,10.604822,8.075,12.805,9.013
Luxembourg,2021,9.927758,8.421,13.151,9.356
Luxembourg,2022,11.034748,7.277,11.138,8.188
Luxembourg,2023,12.572248,6.993,10.514,7.889
Malaysia,1990,4.644536,54.269,3.043,251.727
Malaysia,1991,4.0963526,65.785,3.586,235.772
