Country,Year,Renewables_equivalent_primary_energy,owid-co2-data (2).co2,owid-co2-data (2).co2_per_capita,owid-co2-data (2).total_ghg
Saudi Arabia,2000,0,309.76,19.147,389.805
Saudi Arabia,2001,0,324.516,19.043,404.559
Saudi Arabia,2002,0,347.097,19.379,428.147
Saudi Arabia,2003,0,351.405,18.705,441.142
Saudi Arabia,2004,0,407.882,20.737,500.331
Saudi Arabia,2005,0,412.411,20.059,510.968
Saudi Arabia,2006,0,445.168,20.745,547.592
Saudi Arabia,2007,0,423.532,18.934,526.379
Saudi Arabia,2008,7.55E-05,469.713,20.17,576.37
Saudi Arabia,2009,7.25E-05,504.28,20.823,607.23
Saudi Arabia,2010,0.000434434,555.962,22.1,664.02
Saudi Arabia,2011,0.000546239,540.579,20.707,656.582
Saudi Arabia,2012,0.002434404,606.102,22.396,728.561
Saudi Arabia,2013,0.003977416,583.611,20.823,710.399
Saudi Arabia,2014,0.003982166,585.568,20.193,714.487
Saudi Arabia,2015,0.003800096,624.999,20.851,757.385
Saudi Arabia,2016,0.003625309,641.662,20.889,777.779
Saudi Arabia,2017,0.005488546,613.685,19.936,749.784
Saudi Arabia,2018,0.013177553,637.487,20.994,776.316
Saudi Arabia,2019,0.017720161,657.588,21.579,795.168
Saudi Arabia,2020,0.078363046,616.086,19.879,752.066
Saudi Arabia,2021,0.08259208,695.842,22.211,832.777
Saudi Arabia,2022,0.1567925,723.331,22.481,868.805
Saudi Arabia,2023,0.35929954,736.205,22.132,879.087
Singapore,1990,0.09726366,43.536,14.323,49.004
Singapore,1991,0.2751093,44.235,14.104,51.023
Singapore,1992,0.2564298,47.441,14.704,55.543
Singapore,1993,0.23471357,49.662,14.968,52.523
Singapore,1994,0.2052245,60.086,17.58,63.757
Singapore,1995,0.196857,40.546,11.474,45.81
Singapore,1996,0.19508325,48.013,13.102,53.924
Singapore,1997,0.18547828,56.737,14.944,64.484
Singapore,1998,0.18294819,47.412,12.153,60.769
Singapore,1999,0.18479532,49.2,12.404,59.803
Singapore,2000,0.17282811,37.369,9.261,47.905
Singapore,2001,0.29521835,38.525,9.359,50.118
Singapore,2002,0.30653244,40.208,9.696,44.519
Singapore,2003,0.34054095,39.534,9.553,44.368
Singapore,2004,0.29151094,41,9.826,46.157
Singapore,2005,0.27526557,39.6,9.278,44.721
Singapore,2006,0.24725,40.6,9.212,45.838
Singapore,2007,0.23787805,41.1,8.942,46.519
Singapore,2008,0.2358275,40.2,8.363,45.246
Singapore,2009,0.22255981,40.8,8.212,45.694
Singapore,2010,0.23269218,44.4,8.745,50.447
Singapore,2011,0.23102067,47,9.069,53.052
Singapore,2012,0.24153683,46.1,8.709,52.172
Singapore,2013,0.26539204,47,8.727,53.76
Singapore,2014,0.27731833,47.6,8.721,54.751
Singapore,2015,0.29200265,49.4,8.941,56.665
Singapore,2016,0.28382972,49.1,8.803,56.121
Singapore,2017,0.2767103,50.1,8.94,57.727
Singapore,2018,0.2736794,50.3,8.927,58.04
Singapore,2019,0.29325968,49,8.643,56.922
Singapore,2020,0.31411594,46.7,8.309,54.422
Singapore,2021,0.3376918,50.1,9.033,57.858
Singapore,2022,0.5213485,47.873,8.473,55.556
Singapore,2023,0.49312237,49.253,8.508,56.959
Slovakia,1990,2.1117134,61.526,11.684,75.972
Slovakia,1991,1.767831,53.332,10.091,65.524
Slovakia,1992,2.5292287,48.928,9.22,60.375
Slovakia,1993,4.615238,46.396,8.711,56.825
Slovakia,1994,5.892162,43.805,8.198,54.597
Slovakia,1995,6.511099,44.196,8.254,54.735
Slovakia,1996,5.597323,44.077,8.22,55.232
Slovakia,1997,5.481863,44.149,8.222,54.944
Slovakia,1998,5.696381,43.879,8.164,54.855
Slovakia,1999,5.92623,43.092,8.012,53.814
Slovakia,2000,5.9230037,41.192,7.656,50.537
Slovakia,2001,6.4795485,43.279,8.045,52.854
Slovakia,2002,6.657926,42.095,7.828,51.803
Slovakia,2003,4.4988313,42.425,7.891,51.449
Slovakia,2004,5.2484975,42.92,7.984,53.237
Slovakia,2005,5.6582713,42.926,7.984,54.324
Slovakia,2006,6.1773915,42.751,7.951,55.375
Slovakia,2007,6.8436675,41.154,7.654,55.213
Slovakia,2008,6.2377963,41.551,7.724,56.451
Slovakia,2009,7.4104877,37.8,7.019,53.657
Slovakia,2010,8.313801,38.462,7.133,56.004
Slovakia,2011,7.509848,38.046,7.048,56.973
Slovakia,2012,8.348838,35.963,6.654,55.466
Slovakia,2013,9.315094,35.623,6.584,57.093
Slovakia,2014,10.175566,33.708,6.225,57.506
Slovakia,2015,9.930641,34.528,6.37,62.561
Slovakia,2016,10.576948,34.963,6.442,56.657
Slovakia,2017,9.896002,36.167,6.654,52.375
Slovakia,2018,9.0469055,36.16,6.643,46.625
Slovakia,2019,10.548755,33.831,6.207,40.353
Slovakia,2020,11.039277,31.154,5.711,34.526
Slovakia,2021,10.213474,35.216,6.47,36.12
Slovakia,2022,9.672483,31.55,5.765,29.907
Slovakia,2023,10.552875,30.739,5.571,27.258
Slovenia,1990,12.088249,15.095,7.555,20.72
Slovenia,1991,14.667435,13.973,6.99,18.886
Slovenia,1992,14.881296,13.883,6.956,17.985
Slovenia,1993,12.807986,14.251,7.158,17.954
Slovenia,1994,13.490716,14.636,7.361,17.972
Slovenia,1995,12.293284,15.354,7.723,18.523
Slovenia,1996,13.216832,15.999,8.053,18.874
Slovenia,1997,10.879897,16.507,8.318,19.957
Slovenia,1998,12.120791,16.039,8.1,20.065
Slovenia,1999,13.414869,15.412,7.779,19.6
Slovenia,2000,14.026292,15.054,7.577,19.361
Slovenia,2001,13.1811075,16.303,8.194,20.998
Slovenia,2002,11.619204,16.565,8.317,21.289
Slovenia,2003,10.626739,16.272,8.166,21.452
Slovenia,2004,13.64027,16.705,8.379,21.765
Slovenia,2005,11.438244,16.936,8.481,21.857
Slovenia,2006,11.735153,17.178,8.576,22.51
Slovenia,2007,10.853186,17.343,8.611,28.043
Slovenia,2008,12.745639,18.278,9.026,25.026
Slovenia,2009,15.641199,16.204,7.96,23.418
Slovenia,2010,15.2275305,16.46,8.05,23.964
Slovenia,2011,12.763015,16.359,7.985,23.766
Slovenia,2012,14.747408,15.76,7.675,23.667
Slovenia,2013,17.451124,15.128,7.356,22.525
Slovenia,2014,21.441113,13.561,6.588,20.344
Slovenia,2015,15.619395,13.645,6.624,20.78
Slovenia,2016,16.630552,14.458,7.014,21.581
Slovenia,2017,14.549611,14.617,7.087,21.757
Slovenia,2018,17.277668,14.52,7.016,20.91
Slovenia,2019,17.430365,14.039,6.739,20.626
Slovenia,2020,19.77838,12.855,6.114,18.888
Slovenia,2021,19.610497,13.059,6.179,18.891
Slovenia,2022,15.911842,12.701,6.005,18.106
Slovenia,2023,23.025827,11.328,5.348,16.491
South Africa,1990,0.2726532,312.93,7.68,437.762
South Africa,1991,0.53850454,326.027,7.821,458.303
South Africa,1992,0.20352626,301.325,7.099,436.294
South Africa,1993,0.039574187,320.345,7.399,453.286
South Africa,1994,0.27919784,338.698,7.697,470.857
South Africa,1995,0.13158263,361.694,8.12,498.666
South Africa,1996,0.3381915,363.732,8.061,501.193
South Africa,1997,0.5382469,385.223,8.436,524.399
South Africa,1998,0.45042208,377.262,8.162,517.034
South Africa,1999,0.22254096,374.891,8.022,511.317
South Africa,2000,0.386394,378.307,8.022,511.406
South Africa,2001,0.51286584,371.624,7.813,502.076
South Africa,2002,0.6614811,356.523,7.425,483.401
South Africa,2003,0.32830688,404.41,8.338,528.711
South Africa,2004,0.3265353,449.307,9.171,572.924
South Africa,2005,0.38413224,416.201,8.41,536.842
South Africa,2006,0.6920069,446.77,8.936,567.855
South Africa,2007,0.7227087,465.045,9.204,592.673
South Africa,2008,0.37311107,494.698,9.678,618.312
South Africa,2009,0.3895323,474.523,9.173,593.054
South Africa,2010,0.309906,463,8.845,577.552
South Africa,2011,0.6918544,465.908,8.792,579.341
South Africa,2012,0.3576339,458.965,8.534,575.617
South Africa,2013,0.39710414,458.647,8.388,574.262
South Africa,2014,0.81018883,471.965,8.489,587.511
South Africa,2015,1.29032,446.349,7.869,560.151
South Africa,2016,1.4823065,457.09,7.983,568.615
South Africa,2017,2.1600735,439.996,7.634,554.205
South Africa,2018,2.2899694,434.581,7.414,548.07
South Africa,2019,2.2399826,464.114,7.789,577.932
South Africa,2020,2.5822897,434.067,7.167,546.879
South Africa,2021,3.2473845,425.918,6.925,539.087
South Africa,2022,3.6482332,405.312,6.498,517.475
South Africa,2023,3.7571616,401.893,6.358,512.957
South Korea,1990,1.2108697,250.511,5.683,273.947
South Korea,1991,0.79333895,275.688,6.204,302.876
South Korea,1992,0.6271529,299.905,6.716,327.677
South Korea,1993,0.7804497,330.174,7.356,355.763
South Korea,1994,0.4008217,355.695,7.881,382.923
South Korea,1995,0.47600058,383.665,8.457,411.716
South Korea,1996,0.40813407,420.996,9.225,452.547
South Korea,1997,0.37682396,444.968,9.686,480.906
South Korea,1998,0.617086,378.038,8.177,409.768
South Korea,1999,0.55575603,410.519,8.828,444.353
South Korea,2000,0.50788707,439.981,9.408,474.523
South Korea,2001,0.2929415,455.631,9.685,490.842
South Korea,2002,0.39274833,476.065,10.065,507.07
South Korea,2003,0.5620512,485.213,10.212,516.537
South Korea,2004,0.4988534,491.389,10.302,524.868
South Korea,2005,0.4205607,498.688,10.422,533.677
South Korea,2006,0.42015433,503.478,10.488,538.892
South Korea,2007,0.47698417,521.709,10.829,557.804
South Korea,2008,0.5023927,532.651,11.015,566.226
South Korea,2009,0.54491127,537.82,11.078,572.639
South Korea,2010,0.6298219,594.339,12.187,629.962
South Korea,2011,0.74279803,623.443,12.69,661.308
South Korea,2012,0.8157147,627.943,12.66,666.282
South Korea,2013,0.99865013,634.581,12.674,672.719
South Korea,2014,1.259366,629.366,12.453,668.111
South Korea,2015,1.4513619,634.177,12.439,673.841
South Korea,2016,1.6504588,637.914,12.435,677.875
South Korea,2017,1.9714482,654.537,12.713,695.344
South Korea,2018,2.3837214,670.169,12.977,711.172
South Korea,2019,2.8068886,646.102,12.481,686.98
South Korea,2020,3.4662952,597.634,11.524,642.407
South Korea,2021,3.8773115,616.075,11.882,662.686
South Korea,2022,4.3325253,602.092,11.627,649.374
South Korea,2023,4.6598625,577.417,11.158,626.952
Spain,1990,6.8189745,230.174,5.889,286.843
Spain,1991,7.060038,240.009,6.122,294.724
Spain,1992,4.74343,248.412,6.302,298.071
Spain,1993,6.273599,239.809,6.048,288.794
Spain,1994,6.92714,252.047,6.324,290.236
Spain,1995,5.623783,265.779,6.636,325.915
Spain,1996,9.155758,253.237,6.294,311.427
Spain,1997,7.8966756,265.567,6.57,315.463
Spain,1998,7.5344834,274.318,6.754,334.666
Spain,1999,5.3413296,297.773,7.296,357.498
Spain,2000,6.59801,310.072,7.559,366.208
Spain,2001,8.709262,311.809,7.56,371.373
Spain,2002,6.0164313,331.95,7.95,395.617
Spain,2003,9.206891,336.333,7.912,403.218
Spain,2004,8.0197115,353.011,8.165,415.476
Spain,2005,6.4418535,368.339,8.379,426.567
Spain,2006,7.9334793,359.654,8.047,415.751
Spain,2007,8.869269,367.401,8.072,426.04
Spain,2008,9.9720745,335.889,7.265,390.615
Spain,2009,12.912886,296.501,6.358,353.438
Spain,2010,16.490276,282.938,6.04,336.454
Spain,2011,15.328785,283.801,6.039,353.414
Spain,2012,15.917162,278.061,5.914,331.114
Spain,2013,19.290365,251.942,5.376,305.803
Spain,2014,19.445473,254.181,5.441,308.413
Spain,2015,16.977324,270.74,5.799,324.09
Spain,2016,18.117424,259.625,5.556,313.607
Spain,2017,15.319087,273.58,5.837,330.348
Spain,2018,17.922855,268.59,5.703,326.444
Spain,2019,17.063374,250.596,5.283,307.788
Spain,2020,21.929209,211.843,4.443,270.246
Spain,2021,22.27165,229.069,4.799,288.961
Spain,2022,20.876808,234.657,4.906,295.156
Spain,2023,24.822027,221.616,4.626,282.618
Sri Lanka,1990,29.790382,3.831,0.234,26.736
Sri Lanka,1991,29.579105,4.138,0.251,27.586
Sri Lanka,1992,25.589548,5.106,0.305,28.831
Sri Lanka,1993,30.813177,4.975,0.292,29.595
Sri Lanka,1994,30.635475,5.435,0.315,32.649
Sri Lanka,1995,31.403461,5.814,0.331,32.197
Sri Lanka,1996,21.368847,6.971,0.389,32.813
Sri Lanka,1997,21.954735,7.52,0.412,31.063
Sri Lanka,1998,23.40995,7.736,0.416,30.42
Sri Lanka,1999,23.241686,8.517,0.45,30.603
Sri Lanka,2000,16.822605,10.134,0.525,31.797
Sri Lanka,2001,16.752289,10.326,0.527,31.046
Sri Lanka,2002,13.979145,10.948,0.553,32.694
Sri Lanka,2003,16.627981,10.953,0.549,34.022
Sri Lanka,2004,15.216132,12.147,0.605,52.344
Sri Lanka,2005,15.24355,11.935,0.59,39.267
Sri Lanka,2006,18.984407,11.793,0.579,38.692
Sri Lanka,2007,15.796608,12.152,0.593,54.629
Sri Lanka,2008,17.441853,11.987,0.581,46.69
Sri Lanka,2009,16.162016,12.945,0.624,43.95
Sri Lanka,2010,21.793499,13.051,0.625,50.233
Sri Lanka,2011,16.357983,14.886,0.709,46.737
Sri Lanka,2012,11.61024,15.798,0.746,42.165
Sri Lanka,2013,23.640152,14.511,0.679,39.864
Sri Lanka,2014,14.695231,17.42,0.808,40.598
Sri Lanka,2015,18.06865,19.687,0.906,45.046
Sri Lanka,2016,11.919874,22.987,1.049,46.737
Sri Lanka,2017,11.102259,22.873,1.036,43.655
Sri Lanka,2018,16.0293,20.097,0.903,40.761
Sri Lanka,2019,12.824314,21.236,0.948,41.458
Sri Lanka,2020,14.88963,20.625,0.914,41.497
Sri Lanka,2021,21.004633,23.015,1.014,43.653
Sri Lanka,2022,23.448969,19.903,0.872,40.329
Sri Lanka,2023,20.968931,20.318,0.884,41.167
Sweden,1990,33.0941,57.52,6.721,63.014
Sweden,1991,28.99599,57.751,6.702,64.233
Sweden,1992,33.494484,57.578,6.643,66.006
Sweden,1993,34.015804,57.572,6.604,68.644
Sweden,1994,26.996574,60.026,6.836,73.263
Sweden,1995,30.273647,59.512,6.743,76.36
Sweden,1996,23.688955,63.381,7.17,79.983
Sweden,1997,30.620182,58.383,6.6,76.458
Sweden,1998,31.588509,58.802,6.644,77.482
Sweden,1999,31.010633,55.982,6.32,73.701
Sweden,2000,36.65572,54.93,6.191,76.525
Sweden,2001,34.202785,55.838,6.277,79.393
Sweden,2002,31.103418,56.685,6.351,80.335
Sweden,2003,27.30538,57.292,6.395,85.793
Sweden,2004,29.336147,56.517,6.284,87.769
Sweden,2005,33.911415,53.875,5.966,87.59
Sweden,2006,31.833075,53.738,5.918,89.932
Sweden,2007,34.159508,52.994,5.793,89.336
Sweden,2008,36.04815,50.866,5.517,85.546
Sweden,2009,38.65646,47.238,5.08,81.298
Sweden,2010,37.370335,53.12,5.664,88.076
Sweden,2011,38.675858,49.211,5.208,82.093
Sweden,2012,42.3462,46.712,4.907,79.582
Sweden,2013,38.2202,45.202,4.708,76.917
Sweden,2014,39.70318,43.473,4.483,74.93
Sweden,2015,45.535107,43.418,4.431,75.343
Sweden,2016,40.905605,43.414,4.375,75.775
Sweden,2017,41.625465,42.438,4.219,75.909
Sweden,2018,41.606827,42.058,4.133,74.144
Sweden,2019,43.746517,40.834,3.972,72.984
Sweden,2020,51.05583,36.703,3.545,69.069
Sweden,2021,50.009987,38.634,3.709,72.092
Sweden,2022,52.433502,37.474,3.573,69.975
Sweden,2023,52.458923,36.556,3.465,70.233
Switzerland,1990,25.901928,44.149,6.576,54.43
Switzerland,1991,27.135872,46.132,6.787,56.32
Switzerland,1992,27.265522,46.018,6.693,55.863
Switzerland,1993,29.894827,43.61,6.286,53.21
Switzerland,1994,31.105942,42.67,6.101,52.098
Switzerland,1995,29.600357,43.414,6.166,52.688
Switzerland,1996,25.121393,44.108,6.237,53.129
Switzerland,1997,27.801388,43.046,6.072,51.822
Switzerland,1998,27.211456,44.623,6.276,53.431
Switzerland,1999,31.122368,44.446,6.221,52.639
Switzerland,2000,29.476492,43.621,6.072,52.144
Switzerland,2001,30.747568,45.087,6.239,53.87
Switzerland,2002,28.020714,43.467,5.972,51.591
Switzerland,2003,27.866379,44.65,6.088,52.662
Switzerland,2004,27.041227,45.233,6.126,52.854
Switzerland,2005,26.139725,45.777,6.16,53.416
Switzerland,2006,25.216665,45.365,6.066,53.063
Switzerland,2007,28.119028,43.358,5.746,51.07
Switzerland,2008,27.972147,44.699,5.849,52.367
Switzerland,2009,28.183937,43.523,5.625,50.638
Switzerland,2010,27.969475,45.034,5.755,52.288
Switzerland,2011,27.143543,40.973,5.177,48.007
Switzerland,2012,30.448433,42.241,5.281,49.306
Switzerland,2013,29.926266,43.171,5.336,50.493
Switzerland,2014,31.115068,39.221,4.789,46.353
Switzerland,2015,32.12223,38.719,4.674,45.88
Switzerland,2016,31.375622,39.172,4.677,46.345
Switzerland,2017,31.292732,38.165,4.515,45.511
Switzerland,2018,31.434002,36.859,4.328,44.125
Switzerland,2019,32.558853,36.721,4.281,43.801
Switzerland,2020,35.59849,34.228,3.961,41.316
Switzerland,2021,37.27572,35.78,4.109,43.006
Switzerland,2022,31.095837,32.819,3.733,40.056
Switzerland,2023,35.635983,32.737,3.691,40.055
Taiwan,1990,3.1640792,124.258,6.033,140.221
Taiwan,1991,1.8657628,133.631,6.43,149.842
Taiwan,1992,2.9157019,142.432,6.788,158.932
Taiwan,1993,1.7566915,154.046,7.275,170.671
Taiwan,1994,2.026409,161.564,7.565,178.474
Taiwan,1995,1.8783922,170.064,7.897,187.472
Taiwan,1996,1.8042998,178.059,8.202,195.425
Taiwan,1997,1.8872128,190.782,8.717,208.479
Taiwan,1998,2.10303,200.546,9.095,218.285
Taiwan,1999,1.7227668,208.023,9.369,225.953
Taiwan,2000,1.5663152,226.934,10.161,245.177
Taiwan,2001,1.7341826,231.431,10.31,251.027
Taiwan,2002,1.158006,238.567,10.572,259.5
Taiwan,2003,1.2143278,249.129,10.992,269.988
Taiwan,2004,1.221969,259.367,11.403,280.57
Taiwan,2005,1.4086279,266.888,11.693,288.219
Taiwan,2006,1.4112449,276.536,12.068,298.482
Taiwan,2007,1.5311207,280.076,12.174,302.97
Taiwan,2008,1.5131664,266.885,11.56,289.051
Taiwan,2009,1.4682764,253.033,10.923,275.265
Taiwan,2010,1.532374,270.715,11.657,293.494
Taiwan,2011,1.6043093,276.774,11.892,299.126
Taiwan,2012,1.9710166,273.282,11.706,295.947
Taiwan,2013,1.9640555,274.576,11.726,297.523
Taiwan,2014,1.687575,276.96,11.799,300.05
Taiwan,2015,1.7595942,276.263,11.741,299.357
Taiwan,2016,2.162195,280.188,11.879,303.617
Taiwan,2017,2.089095,285.73,12.09,309.262
Taiwan,2018,2.093776,283.897,11.999,307.758
Taiwan,2019,2.6114068,274.445,11.593,298.446
Taiwan,2020,2.6757972,272.202,11.503,296.195
Taiwan,2021,2.9319742,283.571,12.037,307.925
Taiwan,2022,4.2349353,273.669,11.685,297.782
Taiwan,2023,5.0049877,261.153,11.2,285.47
Thailand,1990,3.877864,86.563,1.581,284.133
Thailand,1991,3.2356648,95.045,1.708,274.872
Thailand,1992,2.7242527,105.513,1.867,274.914
Thailand,1993,2.0918102,121.855,2.123,297.767
Thailand,1994,2.2775457,136.87,2.349,314.637
Thailand,1995,3.0560005,153.65,2.6,328.666
Thailand,1996,2.9783044,173.566,2.897,347.119
Thailand,1997,2.8067074,181.203,2.984,348.767
Thailand,1998,2.2404234,159.704,2.596,322.653
Thailand,1999,1.5209678,167.235,2.684,331.495
Thailand,2000,2.4320366,167.352,2.656,328.485
Thailand,2001,2.432144,172.267,2.706,336.483
Thailand,2002,2.6618729,184.665,2.873,349.93
Thailand,2003,2.5803251,191.088,2.946,364.47
Thailand,2004,2.2042708,207.331,3.168,383.577
Thailand,2005,2.107552,214.325,3.246,394.71
Thailand,2006,2.724441,215.825,3.242,399.545
Thailand,2007,2.8317242,224.083,3.339,433.215
Thailand,2008,2.8623428,224.249,3.316,430.309
Thailand,2009,2.9795134,228.836,3.359,439.17
Thailand,2010,2.7503529,241.019,3.514,468.357
Thailand,2011,3.4417028,244.878,3.549,462.434
Thailand,2012,3.781315,262.348,3.778,470.506
Thailand,2013,3.8004148,263.754,3.776,468.18
Thailand,2014,4.2395444,272.488,3.881,474.804
Thailand,2015,4.201601,277.099,3.928,459.068
Thailand,2016,4.617123,284.045,4.009,461.967
Thailand,2017,5.317632,283.348,3.982,454.475
Thailand,2018,6.378996,288.305,4.039,449.533
Thailand,2019,6.950582,281.877,3.941,435.538
Thailand,2020,6.9699163,271.923,3.796,425.391
Thailand,2021,7.034393,267.142,3.724,421.067
Thailand,2022,7.247943,272.573,3.8,426.32
Thailand,2023,7.6081514,264.389,3.687,416.852
Trinidad and Tobago,1990,0.13919248,16.981,13.561,23.709
Trinidad and Tobago,1991,0.11259284,16.968,13.444,23.285
Trinidad and Tobago,1992,0.12764753,19.103,15.022,25.257
Trinidad and Tobago,1993,0.113026254,17.411,13.597,23.716
Trinidad and Tobago,1994,0.12189009,15.349,11.914,22.124
Trinidad and Tobago,1995,0.11591018,14.733,11.375,21.405
Trinidad and Tobago,1996,0.052703317,18.458,14.188,25.338
Trinidad and Tobago,1997,0.055817984,18.911,14.482,25.769
Trinidad and Tobago,1998,0.05499081,19.905,15.192,28.2
Trinidad and Tobago,1999,0.04947758,22.594,17.186,31.455
Trinidad and Tobago,2000,0.053741634,24.366,18.462,34.492
Trinidad and Tobago,2001,0.07363121,26.756,20.185,37.364
Trinidad and Tobago,2002,0.060162745,28.702,21.548,40.666
Trinidad and Tobago,2003,0.027575735,32.391,24.196,47.374
Trinidad and Tobago,2004,0.046451278,32.711,24.314,49.14
Trinidad and Tobago,2005,0.04065795,38.227,28.273,55.983
Trinidad and Tobago,2006,0.04126056,42.727,31.447,63.541
Trinidad and Tobago,2007,0.030767666,45.582,33.384,67.097
Trinidad and Tobago,2008,0.032934166,44.465,32.406,65.623
Trinidad and Tobago,2009,0.032201733,44.439,32.224,66.13
Trinidad and Tobago,2010,0.004915699,47.112,33.975,69.452
Trinidad and Tobago,2011,0.004953476,47.064,33.738,68.648
Trinidad and Tobago,2012,0.007104995,46.176,32.893,67.549
Trinidad and Tobago,2013,0.006968472,45.824,32.438,67.022
Trinidad and Tobago,2014,0.00692527,46.892,32.996,68.195
Trinidad and Tobago,2015,0.007144827,45.56,31.878,66.042
Trinidad and Tobago,2016,0.008027764,39.893,27.761,58.166
Trinidad and Tobago,2017,0.007551941,40.318,27.897,58.818
Trinidad and Tobago,2018,0.008018911,40.324,27.422,59.732
Trinidad and Tobago,2019,0.007931608,40.783,27.465,60.314
Trinidad and Tobago,2020,0.009120251,35.066,23.677,52.389
Trinidad and Tobago,2021,0.008899091,36.413,24.476,51.881
Trinidad and Tobago,2022,0.008880703,36.306,24.27,52.27
Trinidad and Tobago,2023,0.009318239,34.318,22.834,48.554
Turkey,1990,11.5849695,151.615,2.707,243.461
Turkey,1991,11.137753,158.126,2.774,240.267
Turkey,1992,12.401254,164.065,2.829,244.94
Turkey,1993,14.5921545,171.139,2.901,255.17
Turkey,1994,13.571032,167.566,2.791,236.249
Turkey,1995,14.165338,181.355,2.972,250.183
Turkey,1996,14.756494,199.647,3.223,271.9
Turkey,1997,13.91742,212.108,3.375,297.777
Turkey,1998,14.376533,212.135,3.328,296.961
Turkey,1999,12.090448,207.928,3.219,286.698
Turkey,2000,10.095571,229.937,3.514,317.786
Turkey,2001,8.632096,213.581,3.224,304.604
Turkey,2002,10.917991,221.226,3.299,296.86
Turkey,2003,10.734353,236.766,3.49,334.44
Turkey,2004,12.999957,244.769,3.568,328.69
Turkey,2005,10.807185,264.871,3.82,338.216
Turkey,2006,10.873855,282.368,4.031,352.301
Turkey,2007,8.325992,313.693,4.434,383.897
Turkey,2008,7.7843437,310.622,4.341,378.406
Turkey,2009,8.471884,316.412,4.366,395.25
Turkey,2010,11.710368,316.193,4.311,390.87
Turkey,2011,11.392329,342.057,4.609,427.091
Turkey,2012,12.031112,356.107,4.736,459.346
Turkey,2013,13.033268,347.332,4.546,462.882
Turkey,2014,9.500809,364.028,4.665,483.129
Turkey,2015,13.672968,384.93,4.811,510.196
Turkey,2016,13.98593,405.95,4.972,537.192
Turkey,2017,12.631601,430.901,5.186,567.014
Turkey,2018,14.129833,422.059,5,551.631
Turkey,2019,18.383698,402.692,4.718,543.94
Turkey,2020,18.102613,412.927,4.796,566.476
Turkey,2021,15.69624,452.703,5.222,614.056
Turkey,2022,18.035873,437.305,5.023,606.481
Turkey,2023,18.325584,432.077,4.951,611.703
Turkmenistan,1990,0.005175744,33.344,8.867,81.606
Turkmenistan,1991,0.005698852,30.425,7.89,79.435
Turkmenistan,1992,0.008451529,31.994,8.111,69.572
Turkmenistan,1993,0.010910505,27.516,6.824,70.236
Turkmenistan,1994,0.008194394,34.216,8.312,65.907
Turkmenistan,1995,0.010656185,34.569,8.248,64.683
Turkmenistan,1996,0.008788111,31.654,7.424,62.436
Turkmenistan,1997,0.011278872,31.196,7.193,53.672
Turkmenistan,1998,0.011850688,33.446,7.583,58.795
Turkmenistan,1999,0.011266127,39.797,8.859,73.307
Turkmenistan,2000,0.006724968,39.361,8.589,82.046
Turkmenistan,2001,0.005735001,34.034,7.279,75.327
Turkmenistan,2002,0.006629427,30.131,6.317,74.051
Turkmenistan,2003,0.005116591,40.568,8.341,89.492
Turkmenistan,2004,0.004567285,49.355,9.954,99.309
Turkmenistan,2005,0.00483816,47.929,9.487,97.959
Turkmenistan,2006,0.004684016,49.5,9.617,101.123
Turkmenistan,2007,0.00505439,49.183,9.379,100.604
Turkmenistan,2008,0.005372022,59.438,11.12,113.421
Turkmenistan,2009,0.003652608,52.462,9.623,91.87
Turkmenistan,2010,0.003496813,59.184,10.636,100.644
Turkmenistan,2011,0.003503781,65.155,11.464,114.452
Turkmenistan,2012,0.003377471,66.939,11.524,118.735
Turkmenistan,2013,0.004780402,64.34,10.833,120.935
Turkmenistan,2014,0.005624929,62.799,10.337,120.233
Turkmenistan,2015,0.006578811,64.323,10.348,123.861
Turkmenistan,2016,0.007302166,63.49,9.983,120.363
Turkmenistan,2017,0.007814309,63.44,9.749,119.054
Turkmenistan,2018,0.006885271,62.756,9.429,119.572
Turkmenistan,2019,0.007138982,63.178,9.285,120.951
Turkmenistan,2020,0.005636626,64.26,9.246,120.571
Turkmenistan,2021,0.005598412,63.435,8.944,122.305
Turkmenistan,2022,0.005265348,64.154,8.873,122.627
Turkmenistan,2023,0.005623913,63.363,8.604,122.405
Ukraine,1990,0.9160336,706.227,13.567,889.693
Ukraine,1991,1.0886203,632.924,12.132,807.2
Ukraine,1992,0.8673078,589.283,11.262,750.937
Ukraine,1993,1.3863738,510.32,9.748,660.271
Ukraine,1994,1.781419,419.492,8.055,559.084
Ukraine,1995,1.4995031,390.072,7.55,517.218
Ukraine,1996,1.3958652,351.77,6.867,463.51
Ukraine,1997,1.6528705,340.514,6.705,444.964
Ukraine,1998,2.7375402,328.808,6.527,422.342
Ukraine,1999,2.528877,298.579,5.974,397.652
Ukraine,2000,1.9846109,285.674,5.765,382.2
Ukraine,2001,2.1382825,303.891,6.188,396.467
Ukraine,2002,1.70912,295.901,6.079,390.197
Ukraine,2003,1.5928751,307.245,6.359,402.674
Ukraine,2004,2.0227644,310.626,6.474,400.903
Ukraine,2005,2.0860643,313.531,6.589,405.808
Ukraine,2006,2.1364205,333.062,7.045,422.172
Ukraine,2007,1.7362435,336.82,7.157,431.724
Ukraine,2008,2.01425,325.983,6.963,420.802
Ukraine,2009,2.4075785,277.593,5.954,370.523
Ukraine,2010,2.4636333,294.366,6.336,383.074
Ukraine,2011,1.9812615,308.376,6.659,405.589
